student_id,student_email,student_account_status,student_role,course_id,course_code,course_status,program_name,enrollment_status,enrollment_type,course_fee,duration_value,duration_unit,instructor_count,days_since_enrollment,attendance_total_sessions,attendance_present_count,attendance_late_count,attendance_absent_count,attendance_excused_count,attendance_percentage,completed_class_sessions,scheduled_class_sessions,cancelled_class_sessions,online_session_count,physical_session_count,materials_total,pdf_material_count,video_material_count,external_url_material_count,exams_available,exams_attempted,exams_submitted,exams_graded,avg_exam_percentage,best_exam_percentage,lowest_exam_percentage,passed_exam_count,failed_exam_count,manual_pending_grade_count,flagged_answer_count,avg_question_score_percentage,payment_status,successful_payment_count,failed_payment_count,total_paid_amount,invoice_count,support_ticket_count,open_ticket_count,critical_ticket_count,academic_ticket_count,technical_ticket_count,finance_ticket_count,appointment_count,completed_appointment_count,cancelled_appointment_count,last_activity_days_ago,performance_category
84,student0084@student.hitech.lk,ACTIVE,STUDENT,2,SE-WEB-120,DRAFT,Data Science,COMPLETED,ADMIN_ONLY,25000.0,16,WEEKS,3,179,2,1,0,0,1,87.5,28,10,0,16,22,9,5,4,0,1,1,1,1,60.7,60.7,60.7,1,0,0,0,59.98,SUCCESS,1,0,25000.0,1,0,0,0,0,0,0,2,1,1,15,Average
767,student0767@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,ACTIVE,ADMIN_ONLY,45000.0,8,WEEKS,1,37,6,2,2,2,0,50.0,12,2,0,6,8,14,4,5,5,3,2,2,2,40.46,40.74,40.18,0,2,0,1,45.39,SUCCESS,2,2,45000.0,1,0,0,0,0,0,0,1,1,0,12,Medium
135,student0135@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,ACTIVE,ADMIN_ONLY,40000.0,12,WEEKS,1,149,4,2,2,0,0,75.0,4,14,0,4,14,7,2,3,2,4,4,3,3,79.56,87.35,73.52,3,0,0,0,70.24,SUCCESS,1,0,40000.0,1,0,0,0,0,0,0,1,0,1,0,Good
196,student0196@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,ACTIVE,OPEN,50000.0,4,MONTHS,2,119,14,10,1,3,0,75.0,28,5,0,29,4,7,3,2,2,3,2,2,2,56.81,59.06,54.56,2,0,0,0,56.9,PENDING,0,0,0.0,1,1,1,0,1,0,0,1,1,0,12,Average
430,student0430@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,ACTIVE,ADMIN_ONLY,45000.0,8,WEEKS,1,151,12,9,0,2,1,81.25,12,2,0,6,8,14,4,5,5,3,3,3,2,54.05,59.61,48.49,1,1,1,1,51.5,SUCCESS,1,1,45000.0,1,2,0,0,0,1,1,0,0,0,13,Average
517,student0517@student.hitech.lk,ACTIVE,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,ACTIVE,OPEN,30000.0,12,WEEKS,2,74,13,11,0,2,0,84.62,13,2,0,5,10,13,4,6,3,5,5,5,5,92.38,96.38,86.4,5,0,0,0,90.78,SUCCESS,2,0,30000.0,1,0,0,0,0,0,0,0,0,0,5,Good
427,student0427@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,ACTIVE,ADMIN_ONLY,40000.0,12,WEEKS,1,39,4,0,2,1,1,43.75,4,14,0,4,14,7,2,3,2,4,3,2,2,78.61,92.47,64.76,2,0,0,0,78.41,SUCCESS,1,0,40000.0,1,0,0,0,0,0,0,0,0,0,14,Average
25,student0025@student.hitech.lk,ACTIVE,STUDENT,1,SE-JAVA-101,ACTIVE,Software Engineering,ACTIVE,OPEN,40000.0,3,WEEKS,2,43,5,3,0,2,0,60.0,15,10,1,14,11,12,4,7,1,4,2,2,2,54.57,55.35,53.79,2,0,0,1,49.78,PENDING,0,1,0.0,1,2,1,0,1,1,0,1,1,0,23,Medium
27,student0027@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,ACTIVE,ADMIN_ONLY,40000.0,12,WEEKS,1,50,4,0,3,1,0,37.5,4,14,0,4,14,7,2,3,2,4,2,2,2,55.58,57.18,53.98,2,0,0,1,62.93,PENDING,0,0,0.0,1,2,1,0,0,1,1,1,1,0,36,Medium
202,student0202@student.hitech.lk,ACTIVE,STUDENT,6,CY-SEC-110,ACTIVE,Information Technology,REMOVED,OPEN,50000.0,16,WEEKS,1,37,5,0,2,3,0,20.0,20,9,0,15,14,17,4,8,5,5,1,1,1,34.5,34.5,34.5,0,1,0,3,30.31,SUCCESS,1,0,50000.0,2,1,0,0,0,0,1,2,1,1,26,Low
347,student0347@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,REMOVED,OPEN,50000.0,4,MONTHS,2,38,4,2,0,2,0,50.0,28,5,0,29,4,7,3,2,2,3,1,1,1,58.03,58.03,58.03,1,0,0,1,58.51,SUCCESS,1,0,50000.0,1,3,2,2,1,1,1,0,0,0,27,Medium
12,student0012@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,COMPLETED,OPEN,50000.0,4,MONTHS,2,162,28,25,1,2,0,91.07,28,5,0,29,4,7,3,2,2,3,2,2,2,74.5,76.09,72.92,2,0,0,0,80.49,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,0,0,0,5,Good
173,student0173@student.hitech.lk,ACTIVE,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,ACTIVE,OPEN,30000.0,12,WEEKS,2,67,10,9,1,0,0,95.0,13,2,0,5,10,13,4,6,3,5,5,5,4,87.05,91.21,83.73,4,0,1,0,88.79,SUCCESS,1,0,30000.0,2,0,0,0,0,0,0,0,0,0,5,Good
213,student0213@student.hitech.lk,ACTIVE,STUDENT,6,CY-SEC-110,ACTIVE,Information Technology,COMPLETED,OPEN,50000.0,16,WEEKS,1,158,18,14,0,4,0,77.78,20,9,0,15,14,17,4,8,5,5,4,4,4,72.08,79.07,67.04,4,0,0,1,75.37,SUCCESS,1,0,50000.0,1,1,1,1,1,0,0,0,0,0,16,Average
93,student0093@student.hitech.lk,ACTIVE,STUDENT,5,DS-ML-210,ACTIVE,Digital Marketing,COMPLETED,OPEN,45000.0,10,WEEKS,2,102,8,8,0,0,0,100.0,8,9,1,16,1,5,2,3,0,5,5,5,5,82.07,96.48,76.59,5,0,0,0,81.29,SUCCESS,1,0,45000.0,2,0,0,0,0,0,0,1,1,0,2,Good
137,student0137@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,ACTIVE,ADMIN_ONLY,45000.0,8,WEEKS,1,95,12,9,0,3,0,75.0,12,2,0,6,8,14,4,5,5,3,2,1,1,58.15,58.15,58.15,1,0,0,0,62.74,SUCCESS,1,0,45000.0,1,0,0,0,0,0,0,0,0,0,12,Average
606,student0606@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,ACTIVE,OPEN,50000.0,4,MONTHS,2,104,15,8,3,2,2,73.33,28,5,0,29,4,7,3,2,2,3,1,1,1,51.63,51.63,51.63,1,0,0,1,54.92,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,1,1,0,31,Medium
836,student0836@student.hitech.lk,ACTIVE,STUDENT,7,BM-COMM-110,ACTIVE,Cloud Computing,ACTIVE,OPEN,35000.0,3,WEEKS,1,93,13,3,1,9,0,26.92,13,3,3,7,9,11,3,5,3,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,SUCCESS,1,0,35000.0,1,1,1,0,1,0,0,1,1,0,90,Low
377,student0377@student.hitech.lk,INACTIVE,STUDENT,10,IT-NET-100,ARCHIVED,Data Science,ACTIVE,OPEN,35000.0,8,WEEKS,1,74,8,0,5,3,0,31.25,26,8,0,16,18,14,5,7,2,1,1,1,1,48.4,48.4,48.4,0,1,0,1,50.93,PENDING,0,0,0.0,1,0,0,0,0,0,0,1,1,0,48,Medium
463,student0463@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,REMOVED,ADMIN_ONLY,45000.0,8,WEEKS,1,84,10,1,2,6,1,27.5,12,2,0,6,8,14,4,5,5,3,1,1,1,20.35,20.35,20.35,0,1,0,2,19.16,PENDING,0,0,0.0,1,3,2,0,3,0,0,0,0,0,70,Low
697,student0697@student.hitech.lk,ACTIVE,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,ACTIVE,ADMIN_ONLY,50000.0,3,WEEKS,2,66,7,0,4,0,3,60.71,7,6,0,10,3,13,7,5,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,SUCCESS,1,0,50000.0,1,3,0,0,2,1,0,0,0,0,85,Low
771,student0771@student.hitech.lk,ACTIVE,STUDENT,5,DS-ML-210,ACTIVE,Digital Marketing,COMPLETED,OPEN,45000.0,10,WEEKS,2,170,8,8,0,0,0,100.0,8,9,1,16,1,5,2,3,0,5,5,5,5,88.75,92.83,85.07,5,0,0,0,93.05,SUCCESS,1,0,45000.0,1,0,0,0,0,0,0,0,0,0,4,Good
794,student0794@student.hitech.lk,ACTIVE,STUDENT,10,IT-NET-100,ARCHIVED,Data Science,COMPLETED,OPEN,35000.0,8,WEEKS,1,204,22,21,1,0,0,97.73,26,8,0,16,18,14,5,7,2,1,1,1,1,79.48,79.48,79.48,1,0,0,0,77.14,SUCCESS,2,0,35000.0,1,1,0,0,0,0,1,4,4,0,6,Good
426,student0426@student.hitech.lk,ACTIVE,STUDENT,2,SE-WEB-120,DRAFT,Data Science,ACTIVE,ADMIN_ONLY,25000.0,16,WEEKS,3,63,2,2,0,0,0,100.0,28,10,0,16,22,9,5,4,0,1,1,1,0,0.0,0.0,0.0,0,0,1,0,0.0,SUCCESS,1,0,25000.0,1,0,0,0,0,0,0,0,0,0,8,Average
586,student0586@student.hitech.lk,ACTIVE,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,ACTIVE,ADMIN_ONLY,50000.0,3,WEEKS,2,94,7,0,3,4,0,21.43,7,6,0,10,3,13,7,5,1,1,1,1,1,65.98,65.98,65.98,1,0,0,1,61.31,PENDING,0,0,0.0,1,1,1,0,0,0,1,0,0,0,36,Medium
798,student0798@student.hitech.lk,PENDING_VERIFICATION,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,ACTIVE,ADMIN_ONLY,50000.0,3,WEEKS,2,28,3,0,2,0,1,58.33,7,6,0,10,3,13,7,5,1,1,1,1,1,57.76,57.76,57.76,1,0,0,1,61.71,SUCCESS,1,0,50000.0,1,1,0,0,1,0,0,0,0,0,24,Average
438,student0438@student.hitech.lk,ACTIVE,STUDENT,2,SE-WEB-120,DRAFT,Data Science,COMPLETED,ADMIN_ONLY,25000.0,16,WEEKS,3,234,1,0,1,0,0,50.0,28,10,0,16,22,9,5,4,0,1,1,1,1,66.94,66.94,66.94,1,0,0,0,57.01,SUCCESS,1,0,25000.0,1,1,0,0,0,0,1,0,0,0,5,Average
354,student0354@student.hitech.lk,ACTIVE,STUDENT,3,SE-DB-130,ACTIVE,Cybersecurity,ACTIVE,OPEN,50000.0,4,MONTHS,1,91,12,10,1,0,1,93.75,26,8,2,32,2,9,3,4,2,4,3,3,3,79.33,96.91,66.96,3,0,0,0,79.45,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,1,1,0,0,Good
529,student0529@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,COMPLETED,ADMIN_ONLY,40000.0,12,WEEKS,1,141,4,1,2,0,1,68.75,4,14,0,4,14,7,2,3,2,4,3,3,3,97.53,100.0,92.59,3,0,0,0,94.2,SUCCESS,2,0,40000.0,1,1,0,0,0,1,0,2,2,0,6,Good
514,student0514@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,ACTIVE,ADMIN_ONLY,45000.0,8,WEEKS,1,95,12,6,2,2,2,70.83,12,2,0,6,8,14,4,5,5,3,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,SUCCESS,2,0,45000.0,2,2,2,1,0,2,0,0,0,0,25,Low
598,student0598@student.hitech.lk,ACTIVE,STUDENT,7,BM-COMM-110,ACTIVE,Cloud Computing,COMPLETED,OPEN,35000.0,3,WEEKS,1,90,11,7,0,4,0,63.64,13,3,3,7,9,11,3,5,3,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,SUCCESS,1,2,35000.0,1,2,0,1,1,0,1,0,0,0,10,Medium
688,student0688@student.hitech.lk,ACTIVE,STUDENT,6,CY-SEC-110,ACTIVE,Information Technology,COMPLETED,OPEN,50000.0,16,WEEKS,1,111,13,7,2,4,0,61.54,20,9,0,15,14,17,4,8,5,5,2,2,2,46.26,57.84,34.69,1,1,0,2,45.79,SUCCESS,2,1,50000.0,1,0,0,0,0,0,0,2,0,2,11,Medium
2,student0002@student.hitech.lk,ACTIVE,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,ACTIVE,OPEN,30000.0,12,WEEKS,2,59,6,2,2,0,2,75.0,13,2,0,5,10,13,4,6,3,5,1,1,1,55.51,55.51,55.51,1,0,0,2,52.63,SUCCESS,2,0,30000.0,1,0,0,0,0,0,0,2,0,2,20,Medium
500,student0500@student.hitech.lk,ACTIVE,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,ACTIVE,ADMIN_ONLY,50000.0,3,WEEKS,2,73,7,0,2,4,1,25.0,7,6,0,10,3,13,7,5,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,FAILED,0,1,0.0,0,2,1,0,2,0,0,0,0,0,31,Low
584,student0584@student.hitech.lk,ACTIVE,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,ACTIVE,OPEN,30000.0,12,WEEKS,2,47,6,3,1,1,1,70.83,13,2,0,5,10,13,4,6,3,5,2,2,2,29.2,39.32,19.08,0,2,0,2,32.17,SUCCESS,2,0,30000.0,1,2,0,0,0,1,1,1,0,1,47,Low
390,student0390@student.hitech.lk,ACTIVE,STUDENT,7,BM-COMM-110,ACTIVE,Cloud Computing,ACTIVE,OPEN,35000.0,3,WEEKS,1,72,8,0,2,5,1,21.88,13,3,3,7,9,11,3,5,3,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,PENDING,0,0,0.0,1,0,0,0,0,0,0,0,0,0,81,Low
740,student0740@student.hitech.lk,ACTIVE,STUDENT,3,SE-DB-130,ACTIVE,Cybersecurity,ACTIVE,OPEN,50000.0,4,MONTHS,1,115,16,11,1,4,0,71.88,26,8,2,32,2,9,3,4,2,4,2,2,1,80.13,80.13,80.13,1,0,1,4,78.26,SUCCESS,1,0,50000.0,1,1,1,0,0,0,1,0,0,0,7,Average
98,student0098@student.hitech.lk,ACTIVE,STUDENT,2,SE-WEB-120,DRAFT,Data Science,ACTIVE,ADMIN_ONLY,25000.0,16,WEEKS,3,29,0,0,0,0,0,0.0,28,10,0,16,22,9,5,4,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,FAILED,0,2,0.0,1,1,0,0,0,1,0,0,0,0,80,Low
500,student0500@student.hitech.lk,ACTIVE,STUDENT,3,SE-DB-130,ACTIVE,Cybersecurity,ACTIVE,OPEN,50000.0,4,MONTHS,1,120,20,7,4,9,0,45.0,26,8,2,32,2,9,3,4,2,4,2,2,2,59.47,67.46,51.47,2,0,0,1,65.31,FAILED,0,2,0.0,1,0,0,0,0,0,0,1,1,0,27,Medium
777,student0777@student.hitech.lk,INACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,ACTIVE,OPEN,50000.0,4,MONTHS,2,79,9,7,0,2,0,77.78,28,5,0,29,4,7,3,2,2,3,3,3,3,81.49,90.29,75.15,3,0,0,0,79.06,SUCCESS,1,1,50000.0,1,1,0,1,0,0,1,1,1,0,24,Good
826,student0826@student.hitech.lk,ACTIVE,STUDENT,10,IT-NET-100,ARCHIVED,Data Science,COMPLETED,OPEN,35000.0,8,WEEKS,1,177,26,20,1,5,0,78.85,26,8,0,16,18,14,5,7,2,1,1,1,1,89.38,89.38,89.38,1,0,0,0,92.77,SUCCESS,1,2,35000.0,1,0,0,0,0,0,0,1,0,1,4,Good
199,student0199@student.hitech.lk,ACTIVE,STUDENT,6,CY-SEC-110,ACTIVE,Information Technology,ACTIVE,OPEN,50000.0,16,WEEKS,1,145,20,19,0,0,1,98.75,20,9,0,15,14,17,4,8,5,5,5,5,4,94.14,100.0,80.07,4,0,1,0,92.53,SUCCESS,1,1,50000.0,1,0,0,0,0,0,0,0,0,0,1,Good
116,student0116@student.hitech.lk,ACTIVE,STUDENT,6,CY-SEC-110,ACTIVE,Information Technology,ACTIVE,OPEN,50000.0,16,WEEKS,1,57,7,5,0,1,1,82.14,20,9,0,15,14,17,4,8,5,5,4,3,3,68.73,74.55,59.93,3,0,0,0,61.07,SUCCESS,1,1,50000.0,1,0,0,0,0,0,0,1,1,0,16,Average
131,student0131@student.hitech.lk,ACTIVE,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,ACTIVE,ADMIN_ONLY,50000.0,3,WEEKS,2,126,7,6,0,1,0,85.71,7,6,0,10,3,13,7,5,1,1,1,1,0,0.0,0.0,0.0,0,0,1,0,0.0,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,2,2,0,5,Average
125,student0125@student.hitech.lk,INACTIVE,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,REMOVED,OPEN,30000.0,12,WEEKS,2,18,3,0,1,2,0,16.67,13,2,0,5,10,13,4,6,3,5,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,FAILED,0,1,0.0,0,2,2,0,2,0,0,2,2,0,103,Low
131,student0131@student.hitech.lk,ACTIVE,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,ACTIVE,OPEN,30000.0,12,WEEKS,2,141,13,7,2,4,0,61.54,13,2,0,5,10,13,4,6,3,5,4,4,4,73.73,83.78,65.96,4,0,0,0,73.54,SUCCESS,1,0,30000.0,1,1,0,0,0,1,0,0,0,0,10,Average
541,student0541@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,REMOVED,ADMIN_ONLY,45000.0,8,WEEKS,1,25,2,0,1,1,0,25.0,12,2,0,6,8,14,4,5,5,3,2,2,2,68.58,74.66,62.51,2,0,0,0,69.25,SUCCESS,1,2,45000.0,1,1,1,0,0,1,0,1,1,0,34,Medium
123,student0123@student.hitech.lk,INACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,ACTIVE,ADMIN_ONLY,45000.0,8,WEEKS,1,73,8,1,3,4,0,31.25,12,2,0,6,8,14,4,5,5,3,1,1,1,27.59,27.59,27.59,0,1,0,2,28.3,SUCCESS,1,0,45000.0,1,1,1,0,1,0,0,0,0,0,117,Low
91,student0091@student.hitech.lk,INACTIVE,STUDENT,5,DS-ML-210,ACTIVE,Digital Marketing,ACTIVE,OPEN,45000.0,10,WEEKS,2,100,8,0,4,3,1,34.38,8,9,1,16,1,5,2,3,0,5,2,2,2,38.36,43.81,32.9,0,2,0,2,39.67,PENDING,0,0,0.0,1,0,0,0,0,0,0,1,1,0,39,Medium
818,student0818@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,ACTIVE,ADMIN_ONLY,45000.0,8,WEEKS,1,66,8,1,3,4,0,31.25,12,2,0,6,8,14,4,5,5,3,1,1,1,22.69,22.69,22.69,0,1,0,2,22.97,SUCCESS,1,0,45000.0,1,1,0,0,1,0,0,1,0,1,38,Low
374,student0374@student.hitech.lk,PENDING_VERIFICATION,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,ACTIVE,ADMIN_ONLY,40000.0,12,WEEKS,1,73,4,3,0,0,1,93.75,4,14,0,4,14,7,2,3,2,4,2,2,2,56.01,61.05,50.97,2,0,0,2,60.19,PENDING,0,0,0.0,1,2,0,0,1,0,1,1,1,0,47,Medium
726,student0726@student.hitech.lk,ACTIVE,STUDENT,3,SE-DB-130,ACTIVE,Cybersecurity,ACTIVE,OPEN,50000.0,4,MONTHS,1,111,16,16,0,0,0,100.0,26,8,2,32,2,9,3,4,2,4,4,4,4,80.93,86.76,73.4,4,0,0,0,82.39,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,0,0,0,5,Good
367,student0367@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,ACTIVE,ADMIN_ONLY,40000.0,12,WEEKS,1,57,4,3,0,1,0,75.0,4,14,0,4,14,7,2,3,2,4,4,4,4,87.47,95.21,77.58,4,0,0,1,86.85,SUCCESS,1,0,40000.0,1,0,0,0,0,0,0,1,0,1,6,Good
571,student0571@student.hitech.lk,ACTIVE,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,ACTIVE,ADMIN_ONLY,50000.0,3,WEEKS,2,77,7,3,1,3,0,50.0,7,6,0,10,3,13,7,5,1,1,1,1,1,86.66,86.66,86.66,1,0,0,0,87.15,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,2,2,0,0,Good
707,student0707@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,COMPLETED,ADMIN_ONLY,40000.0,12,WEEKS,1,143,4,2,0,2,0,50.0,4,14,0,4,14,7,2,3,2,4,3,3,2,72.52,74.02,71.01,2,0,1,0,74.96,SUCCESS,1,0,40000.0,1,0,0,0,0,0,0,0,0,0,8,Average
246,student0246@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,ACTIVE,ADMIN_ONLY,45000.0,8,WEEKS,1,158,12,3,1,7,1,35.42,12,2,0,6,8,14,4,5,5,3,2,2,2,21.83,28.27,15.39,0,2,0,2,21.93,SUCCESS,1,0,45000.0,1,1,1,0,0,1,0,0,0,0,88,Low
255,student0255@student.hitech.lk,ACTIVE,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,REMOVED,OPEN,30000.0,12,WEEKS,2,11,1,1,0,0,0,100.0,13,2,0,5,10,13,4,6,3,5,3,3,3,60.89,63.27,57.43,3,0,0,4,69.63,PENDING,0,1,0.0,1,1,0,0,0,0,1,1,1,0,34,Medium
739,student0739@student.hitech.lk,INACTIVE,STUDENT,1,SE-JAVA-101,ACTIVE,Software Engineering,REMOVED,OPEN,40000.0,3,WEEKS,2,24,2,0,1,0,1,62.5,15,10,1,14,11,12,4,7,1,4,2,2,2,17.23,21.17,13.28,0,2,0,2,12.54,SUCCESS,1,0,40000.0,1,0,0,0,0,0,0,0,0,0,88,Low
413,student0413@student.hitech.lk,ACTIVE,STUDENT,3,SE-DB-130,ACTIVE,Cybersecurity,ACTIVE,OPEN,50000.0,4,MONTHS,1,42,5,2,2,1,0,60.0,26,8,2,32,2,9,3,4,2,4,3,3,3,73.4,79.64,66.04,3,0,0,0,76.16,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,0,0,0,9,Average
573,student0573@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,ACTIVE,ADMIN_ONLY,45000.0,8,WEEKS,1,94,12,8,2,2,0,75.0,12,2,0,6,8,14,4,5,5,3,2,2,2,66.06,70.29,61.84,2,0,0,0,61.53,PENDING,0,1,0.0,1,0,0,0,0,0,0,2,2,0,16,Average
233,student0233@student.hitech.lk,ACTIVE,STUDENT,3,SE-DB-130,ACTIVE,Cybersecurity,ACTIVE,OPEN,50000.0,4,MONTHS,1,151,20,15,1,4,0,77.5,26,8,2,32,2,9,3,4,2,4,2,2,1,62.71,62.71,62.71,1,0,1,0,60.73,SUCCESS,1,0,50000.0,1,2,0,0,2,0,0,0,0,0,3,Average
291,student0291@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,REMOVED,OPEN,50000.0,4,MONTHS,2,8,1,0,0,0,1,75.0,28,5,0,29,4,7,3,2,2,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,FAILED,0,1,0.0,1,1,1,1,0,0,1,1,0,1,36,Low
343,student0343@student.hitech.lk,ACTIVE,STUDENT,3,SE-DB-130,ACTIVE,Cybersecurity,COMPLETED,OPEN,50000.0,4,MONTHS,1,82,10,4,1,5,0,45.0,26,8,2,32,2,9,3,4,2,4,2,2,1,63.47,63.47,63.47,1,0,1,1,62.46,SUCCESS,1,0,50000.0,1,3,2,0,2,1,0,0,0,0,23,Medium
772,student0772@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,ACTIVE,ADMIN_ONLY,45000.0,8,WEEKS,1,33,3,3,0,0,0,100.0,12,2,0,6,8,14,4,5,5,3,3,3,3,93.98,100.0,81.95,3,0,0,0,97.01,SUCCESS,1,0,45000.0,1,0,0,0,0,0,0,1,1,0,6,Good
822,student0822@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,COMPLETED,ADMIN_ONLY,40000.0,12,WEEKS,1,141,4,3,0,0,1,93.75,4,14,0,4,14,7,2,3,2,4,3,3,3,63.83,73.0,57.81,3,0,0,0,59.4,SUCCESS,1,0,40000.0,2,0,0,0,0,0,0,0,0,0,15,Average
29,student0029@student.hitech.lk,ACTIVE,STUDENT,6,CY-SEC-110,ACTIVE,Information Technology,ACTIVE,OPEN,50000.0,16,WEEKS,1,231,20,12,1,7,0,62.5,20,9,0,15,14,17,4,8,5,5,2,2,2,63.34,66.8,59.88,2,0,0,2,65.17,SUCCESS,1,1,50000.0,1,2,2,0,0,1,1,0,0,0,19,Medium
467,student0467@student.hitech.lk,ACTIVE,STUDENT,5,DS-ML-210,ACTIVE,Digital Marketing,ACTIVE,OPEN,45000.0,10,WEEKS,2,90,8,6,2,0,0,87.5,8,9,1,16,1,5,2,3,0,5,4,3,3,79.12,85.3,72.36,3,0,0,1,85.2,SUCCESS,1,0,45000.0,1,0,0,0,0,0,0,1,1,0,5,Good
201,student0201@student.hitech.lk,INACTIVE,STUDENT,1,SE-JAVA-101,ACTIVE,Software Engineering,ACTIVE,OPEN,40000.0,3,WEEKS,2,70,11,3,1,7,0,31.82,15,10,1,14,11,12,4,7,1,4,1,1,1,9.36,9.36,9.36,0,1,0,0,6.22,FAILED,0,1,0.0,0,1,1,0,1,0,0,0,0,0,39,Low
434,student0434@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,ACTIVE,ADMIN_ONLY,40000.0,12,WEEKS,1,69,4,1,1,2,0,37.5,4,14,0,4,14,7,2,3,2,4,2,2,2,54.1,61.25,46.96,1,1,0,1,54.69,SUCCESS,1,0,40000.0,1,0,0,0,0,0,0,0,0,0,12,Medium
216,student0216@student.hitech.lk,ACTIVE,STUDENT,1,SE-JAVA-101,ACTIVE,Software Engineering,ACTIVE,OPEN,40000.0,3,WEEKS,2,102,15,4,4,7,0,40.0,15,10,1,14,11,12,4,7,1,4,1,1,1,51.62,51.62,51.62,1,0,0,0,49.42,FAILED,0,2,0.0,0,0,0,0,0,0,0,2,1,1,13,Medium
463,student0463@student.hitech.lk,ACTIVE,STUDENT,7,BM-COMM-110,ACTIVE,Cloud Computing,ACTIVE,OPEN,35000.0,3,WEEKS,1,165,13,7,2,3,1,67.31,13,3,3,7,9,11,3,5,3,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,SUCCESS,1,0,35000.0,1,1,0,0,0,0,1,1,0,1,29,Medium
